Index,Cluster,Sub-cluster,Label
664.0,2,2_1,Positive_Exponential_Growth
665.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
666.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
667.0,Growth&Decline,Growth&Decline_0,Growth&Decline
668.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
669.0,Growth&Decline,Growth&Decline_1,Growth&Decline
670.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
671.0,Linear,Linear_1,Linear_Growth
672.0,3,3_1,S-shape_Growth
673.0,3,3_0,S-shape_Growth
674.0,3,3_1,S-shape_Growth
675.0,Growth&Decline,Growth&Decline_0,Growth&Decline
676.0,1,1_1,Negative_Exponential_Growth
677.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
678.0,3,3_1,S-shape_Growth
679.0,2,2_1,Positive_Exponential_Growth
680.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
681.0,2,2_0,Positive_Exponential_Growth
682.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
683.0,3,3_1,S-shape_Growth
684.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
685.0,2,2_1,Positive_Exponential_Growth
686.0,2,2_0,Positive_Exponential_Growth
687.0,Linear,Linear_1,Linear_Growth
688.0,Growth&Decline,Growth&Decline_0,Growth&Decline
689.0,1,1_1,Negative_Exponential_Growth
690.0,3,3_1,S-shape_Growth
691.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
692.0,3,3_1,Negative_Exponential_Growth
693.0,Growth&Decline,Growth&Decline_0,Growth&Decline
694.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
695.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
696.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
697.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
698.0,Growth&Decline,Growth&Decline_0,Growth&Decline
699.0,Growth&Decline,Growth&Decline_1,Growth&Decline
700.0,Growth&Decline,Growth&Decline_0,Growth&Decline
701.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
702.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
703.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
704.0,Growth&Decline,Growth&Decline_1,Growth&Decline
705.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
706.0,3,3_1,S-shape_Growth
707.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
708.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
709.0,1,1_1,Negative_Exponential_Growth
710.0,Growth&Decline,Growth&Decline_0,Growth&Decline
711.0,Linear,Linear_0,Linear_Growth
712.0,Growth&Decline,Growth&Decline_0,Growth&Decline
713.0,Linear,Linear_0,Linear_Growth
714.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
715.0,Growth&Decline,Growth&Decline_0,Growth&Decline
716.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
717.0,1,1_1,Negative_Exponential_Growth
718.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
719.0,Growth&Decline,Growth&Decline_1,Growth&Decline
720.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
721.0,Growth&Decline,Growth&Decline_1,Growth&Decline
722.0,Growth&Decline,Growth&Decline_1,Growth&Decline
723.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
724.0,Growth&Decline,Growth&Decline_0,Growth&Decline
725.0,Growth&Decline,Growth&Decline_1,Growth&Decline
726.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
727.0,2,2_0,Positive_Exponential_Growth
728.0,Linear,Linear_0,Linear_Growth
729.0,3,3_0,S-shape_Growth
730.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
731.0,1,1_0,Negative_Exponential_Growth
732.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
733.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
734.0,Growth&Decline,Growth&Decline_1,Growth&Decline
735.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
736.0,Linear,Linear_0,Linear_Growth
737.0,Growth&Decline,Growth&Decline_0,Growth&Decline
738.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
739.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
740.0,3,3_0,S-shape_Growth
741.0,Growth&Decline,Growth&Decline_1,Growth&Decline
742.0,3,3_1,Negative_Exponential_Growth
743.0,Growth&Decline,Growth&Decline_0,Growth&Decline
744.0,2,2_1,Positive_Exponential_Growth
745.0,2,2_1,Positive_Exponential_Growth
746.0,Growth&Decline,Growth&Decline_1,Growth&Decline
747.0,Growth&Decline,Growth&Decline_1,Growth&Decline
748.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
749.0,Linear,Linear_0,Linear_Growth
750.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
751.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
752.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
753.0,Linear,Linear_1,Linear_Growth
754.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
755.0,1,1_1,Negative_Exponential_Growth
756.0,Growth&Decline,Growth&Decline_1,Growth&Decline
757.0,2,2_0,Positive_Exponential_Growth
758.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
759.0,3,3_1,Negative_Exponential_Growth
760.0,3,3_1,Negative_Exponential_Growth
761.0,1,1_0,Negative_Exponential_Growth
762.0,1,1_0,Negative_Exponential_Growth
763.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
764.0,Growth&Decline,Growth&Decline_1,Growth&Decline
765.0,3,3_0,Negative_Exponential_Growth
766.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
767.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
768.0,Growth&Decline,Growth&Decline_0,Growth&Decline
769.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
770.0,3,3_1,S-shape_Growth
771.0,2,2_0,Positive_Exponential_Growth
772.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
773.0,Growth&Decline,Growth&Decline_0,Growth&Decline
774.0,Growth&Decline,Growth&Decline_0,Growth&Decline
775.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
776.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
777.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
778.0,Growth&Decline,Growth&Decline_0,Growth&Decline
779.0,3,3_1,Negative_Exponential_Growth
780.0,3,3_0,S-shape_Growth
781.0,3,3_0,S-shape_Growth
782.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
783.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
784.0,Linear,Linear_1,Linear_Growth
785.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
786.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
787.0,3,3_0,Negative_Exponential_Growth
788.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
789.0,3,3_0,Negative_Exponential_Growth
790.0,Growth&Decline,Growth&Decline_0,Growth&Decline
791.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
792.0,2,2_0,Positive_Exponential_Growth
793.0,2,2_0,Positive_Exponential_Growth
794.0,Growth&Decline,Growth&Decline_0,Growth&Decline
795.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
796.0,3,3_1,Negative_Exponential_Growth
797.0,Linear,Linear_1,Linear_Growth
798.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
799.0,Growth&Decline,Growth&Decline_0,Growth&Decline
800.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
801.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
802.0,1,1_0,Negative_Exponential_Growth
803.0,Growth&Decline,Growth&Decline_1,Growth&Decline
804.0,Growth&Decline,Growth&Decline_0,Growth&Decline
805.0,2,2_1,Positive_Exponential_Growth
806.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
807.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
808.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
809.0,Growth&Decline,Growth&Decline_1,Growth&Decline
810.0,2,2_0,Positive_Exponential_Growth
811.0,3,3_1,Negative_Exponential_Growth
812.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
813.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
814.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
815.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
816.0,2,2_1,Positive_Exponential_Growth
817.0,Cyclic,Cyclic_Down-Trend_Indeterminate,Oscillation
818.0,Growth&Decline,Growth&Decline_0,Growth&Decline
819.0,Growth&Decline,Growth&Decline_1,Growth&Decline
820.0,2,2_1,Positive_Exponential_Growth
821.0,3,3_0,Negative_Exponential_Growth
822.0,3,3_0,Positive_Exponential_Growth
823.0,Growth&Decline,Growth&Decline_1,Growth&Decline
824.0,3,3_1,Negative_Exponential_Growth
825.0,Growth&Decline,Growth&Decline_1,Growth&Decline
826.0,Linear,Linear_0,Linear_Growth
827.0,3,3_1,Negative_Exponential_Growth
828.0,3,3_1,S-shape_Growth
829.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
830.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
831.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
832.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
833.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
834.0,3,3_0,S-shape_Growth
835.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
836.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
837.0,Linear,Linear_1,Linear_Growth
838.0,Linear,Linear_1,Linear_Growth
839.0,Linear,Linear_1,Linear_Growth
840.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
841.0,3,3_1,S-shape_Growth
842.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
843.0,2,2_0,Positive_Exponential_Growth
844.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
845.0,2,2_1,Positive_Exponential_Growth
846.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
847.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
848.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
849.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
850.0,3,3_1,Negative_Exponential_Growth
851.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
852.0,3,3_1,Negative_Exponential_Growth
853.0,Linear,Linear_1,Linear_Growth
854.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
855.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
856.0,Growth&Decline,Growth&Decline_1,Growth&Decline
857.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
858.0,3,3_0,S-shape_Growth
859.0,3,3_1,S-shape_Growth
860.0,Growth&Decline,Growth&Decline_1,Growth&Decline
861.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
862.0,Growth&Decline,Growth&Decline_1,Growth&Decline
863.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
864.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
865.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
866.0,Growth&Decline,Growth&Decline_1,Growth&Decline
867.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
868.0,3,3_1,S-shape_Growth
869.0,Growth&Decline,Growth&Decline_0,Growth&Decline
870.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
871.0,Cyclic,Cyclic_Down-Trend_Indeterminate,Oscillation
872.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
873.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
874.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
875.0,Growth&Decline,Growth&Decline_0,Growth&Decline
876.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
877.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
878.0,Linear,Linear_1,Linear_Growth
879.0,Growth&Decline,Growth&Decline_0,Growth&Decline
880.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
881.0,3,3_1,S-shape_Growth
882.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
883.0,3,3_0,S-shape_Growth
884.0,Growth&Decline,Growth&Decline_0,Growth&Decline
885.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
886.0,Growth&Decline,Growth&Decline_1,Growth&Decline
887.0,3,3_1,S-shape_Growth
888.0,1,1_0,Negative_Exponential_Growth
889.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
890.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
891.0,Linear,Linear_1,Linear_Growth
892.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
893.0,Growth&Decline,Growth&Decline_0,Growth&Decline
894.0,2,2_0,Positive_Exponential_Growth
895.0,2,2_0,Positive_Exponential_Growth
896.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
897.0,Growth&Decline,Growth&Decline_1,Growth&Decline
898.0,3,3_1,S-shape_Growth
899.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
900.0,Growth&Decline,Growth&Decline_1,Growth&Decline
901.0,2,2_0,Positive_Exponential_Growth
902.0,2,2_1,Positive_Exponential_Growth
903.0,Growth&Decline,Growth&Decline_1,Growth&Decline
904.0,Growth&Decline,Growth&Decline_0,Growth&Decline
905.0,Growth&Decline,Growth&Decline_0,Growth&Decline
906.0,1,1_0,Negative_Exponential_Growth
907.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
908.0,Growth&Decline,Growth&Decline_0,Growth&Decline
909.0,Growth&Decline,Growth&Decline_1,Growth&Decline
910.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
911.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
912.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
913.0,Growth&Decline,Growth&Decline_0,Growth&Decline
914.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
915.0,Linear,Linear_0,Linear_Growth
916.0,3,3_1,S-shape_Growth
917.0,Growth&Decline,Growth&Decline_0,Growth&Decline
918.0,Growth&Decline,Growth&Decline_0,Growth&Decline
919.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
920.0,Growth&Decline,Growth&Decline_0,Growth&Decline
921.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
922.0,Growth&Decline,Growth&Decline_0,Growth&Decline
923.0,2,2_0,Positive_Exponential_Growth
924.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
925.0,Growth&Decline,Growth&Decline_0,Growth&Decline
926.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
927.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
928.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
929.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
930.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
931.0,3,3_0,Negative_Exponential_Growth
932.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
933.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
934.0,3,3_0,S-shape_Growth
935.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
936.0,3,3_1,Negative_Exponential_Growth
937.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
938.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
939.0,Growth&Decline,Growth&Decline_0,Growth&Decline
940.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
941.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
942.0,Linear,Linear_0,Linear_Growth
943.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
944.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
945.0,Growth&Decline,Growth&Decline_0,Growth&Decline
946.0,Growth&Decline,Growth&Decline_1,Growth&Decline
947.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
948.0,Linear,Linear_0,Linear_Growth
949.0,1,1_0,Negative_Exponential_Growth
950.0,Growth&Decline,Growth&Decline_0,Growth&Decline
951.0,1,1_1,Negative_Exponential_Growth
952.0,Growth&Decline,Growth&Decline_0,Growth&Decline
953.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
954.0,Growth&Decline,Growth&Decline_0,Growth&Decline
955.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
956.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
957.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
958.0,Linear,Linear_0,Linear_Growth
959.0,2,2_0,Positive_Exponential_Growth
960.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
961.0,Growth&Decline,Growth&Decline_1,Growth&Decline
962.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
963.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
964.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
965.0,Linear,Linear_0,Linear_Growth
966.0,2,2_1,Positive_Exponential_Growth
967.0,Growth&Decline,Growth&Decline_1,Growth&Decline
968.0,Linear,Linear_0,Linear_Growth
969.0,Growth&Decline,Growth&Decline_1,Growth&Decline
970.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
971.0,Growth&Decline,Growth&Decline_0,Growth&Decline
972.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
973.0,Growth&Decline,Growth&Decline_0,Growth&Decline
974.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
975.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
976.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
977.0,Growth&Decline,Growth&Decline_1,Growth&Decline
978.0,Growth&Decline,Growth&Decline_0,Growth&Decline
979.0,Growth&Decline,Growth&Decline_1,Growth&Decline
980.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
981.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
982.0,1,1_0,Negative_Exponential_Growth
983.0,Linear,Linear_1,Linear_Growth
984.0,3,3_1,S-shape_Growth
985.0,Growth&Decline,Growth&Decline_1,Growth&Decline
986.0,Growth&Decline,Growth&Decline_0,Growth&Decline
987.0,Growth&Decline,Growth&Decline_1,Growth&Decline
988.0,Growth&Decline,Growth&Decline_0,Growth&Decline
989.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
990.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
991.0,Growth&Decline,Growth&Decline_0,Growth&Decline
992.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
993.0,3,3_0,S-shape_Growth
994.0,3,3_1,Negative_Exponential_Growth
995.0,Growth&Decline,Growth&Decline_1,Growth&Decline
996.0,2,2_0,Positive_Exponential_Growth
997.0,3,3_0,Positive_Exponential_Growth
998.0,Growth&Decline,Growth&Decline_0,Growth&Decline
999.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1000.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1001.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1002.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1003.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1004.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1005.0,3,3_0,S-shape_Growth
1006.0,Linear,Linear_0,Linear_Growth
1007.0,2,2_0,Positive_Exponential_Growth
1008.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1009.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1010.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1011.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1012.0,2,2_0,Positive_Exponential_Growth
1013.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1014.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1015.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1016.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1017.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1018.0,2,2_1,Positive_Exponential_Growth
1019.0,3,3_0,S-shape_Growth
1020.0,3,3_1,S-shape_Growth
1021.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1022.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1023.0,2,2_0,Positive_Exponential_Growth
1024.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1025.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1026.0,1,1_0,Negative_Exponential_Growth
1027.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1028.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1029.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1030.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1031.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1032.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1033.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1034.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1035.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1036.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1037.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1038.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1039.0,Linear,Linear_0,Linear_Growth
1040.0,3,3_0,Negative_Exponential_Growth
1041.0,1,1_0,Negative_Exponential_Growth
1042.0,1,1_1,Negative_Exponential_Growth
1043.0,1,1_0,Negative_Exponential_Growth
1044.0,3,3_1,S-shape_Growth
1045.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1046.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1047.0,3,3_1,Negative_Exponential_Growth
1048.0,2,2_0,Positive_Exponential_Growth
1049.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
1050.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1051.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
1052.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1053.0,3,3_1,Negative_Exponential_Growth
1054.0,Linear,Linear_0,Linear_Growth
1055.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1056.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1057.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1058.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1059.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1060.0,3,3_1,S-shape_Growth
1061.0,2,2_0,Positive_Exponential_Growth
1062.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1063.0,3,3_1,Negative_Exponential_Growth
1064.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1065.0,3,3_0,Negative_Exponential_Growth
1066.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1067.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1068.0,2,2_0,Positive_Exponential_Growth
1069.0,2,2_1,Positive_Exponential_Growth
1070.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1071.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1072.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1073.0,Cyclic,Cyclic_Down-Trend_Diverging,Oscillation
1074.0,3,3_1,S-shape_Growth
1075.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1076.0,3,3_1,Negative_Exponential_Growth
1077.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1078.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1079.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1080.0,2,2_1,Positive_Exponential_Growth
1081.0,3,3_1,S-shape_Growth
1082.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1083.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1084.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1085.0,1,1_1,Negative_Exponential_Growth
1086.0,Linear,Linear_0,Linear_Growth
1087.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1088.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1089.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1090.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1091.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1092.0,3,3_1,S-shape_Growth
1093.0,2,2_0,Positive_Exponential_Growth
1094.0,Cyclic,Cyclic_Down-Trend_Indeterminate,Oscillation
1095.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1096.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1097.0,1,1_1,Negative_Exponential_Growth
1098.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1099.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1100.0,Cyclic,Cyclic_Up-Trend_Diverging,Oscillation
1101.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1102.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1103.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1104.0,2,2_0,Positive_Exponential_Growth
1105.0,2,2_1,Positive_Exponential_Growth
1106.0,2,2_0,Positive_Exponential_Growth
1107.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1108.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1109.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1110.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1111.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1112.0,Linear,Linear_0,Linear_Growth
1113.0,3,3_0,S-shape_Growth
1114.0,Linear,Linear_1,Linear_Growth
1115.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1116.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
1117.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1118.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1119.0,2,2_0,Positive_Exponential_Growth
1120.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1121.0,Growth&Decline,Growth&Decline_1,Growth&Decline
1122.0,2,2_1,Positive_Exponential_Growth
1123.0,3,3_0,S-shape_Growth
1124.0,2,2_1,Positive_Exponential_Growth
1125.0,Linear,Linear_1,Linear_Growth
1126.0,2,2_1,Positive_Exponential_Growth
1127.0,Linear,Linear_0,Linear_Growth
1128.0,Cyclic,Cyclic_Up-Trend_Indeterminate,Oscillation
1129.0,2,2_0,Positive_Exponential_Growth
1130.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1131.0,2,2_1,Positive_Exponential_Growth
1132.0,Cyclic,Cyclic_No-Trend_Stable,Oscillation
1133.0,Cyclic,Cyclic_Up-Trend_Dampening,Oscillation
1134.0,Cyclic,Cyclic_No-Trend_Indeterminate,Oscillation
1135.0,Cyclic,Cyclic_Up-Trend_Stable,Oscillation
1136.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1137.0,Cyclic,Cyclic_Down-Trend_Stable,Oscillation
1138.0,3,3_1,Negative_Exponential_Growth
1139.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1140.0,3,3_0,S-shape_Growth
1141.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1142.0,Cyclic,Cyclic_No-Trend_Dampening,Oscillation
1143.0,Cyclic,Cyclic_No-Trend_Diverging,Oscillation
1144.0,Growth&Decline,Growth&Decline_0,Growth&Decline
1145.0,Cyclic,Cyclic_Down-Trend_Dampening,Oscillation
